,Cadastrais - Nome,Cadastrais - Classe - Nome,Cadastrais - Subclasse - Nome,Adicionais - Código de Barras
8959,OREGANO VENTILADO 500G,PRODUTOS,PROD - FRUTAS/GRAOS,
8966,OVO INTEGRAL PAST. FLEISCHEGGS RESFRIADO 1KG,PRODUTOS,PROD - OVOS PASTEURIZADOS,7898331010033.0
8967,OVOMALTINE CREME 2UNX2.1KG,PRODUTOS,PROD - DOCES RECHEIOS,7898331012495.0
8968,OVOMALTINE CREME PROFISSIONAL 200G,PRODUTOS,PROD - CHOCOLATE PO,
8969,OVOMALTINE FLOCOS CROC 300G,PRODUTOS,PROD - GRANULADOS,7898409951404.0
8970,OVOMALTINE FLOCOS CROC 600G,PRODUTOS,PROD - GRANULADOS,7898409951572.0
8971,OVOMALTINE FLOCOS CROC 750G,PRODUTOS,PROD - GRANULADOS,7898409950155.0
8972,OVOMALTINE ROCKS CROC 110G,PRODUTOS,PROD - GRANULADOS,7898331012358.0
8973,OVOMALTINE ROCKS CROC 40G,PRODUTOS,PROD - GRANULADOS,7897309408421.0
8974,OVOMALTINE ROCKS MESCLADO 110G,PRODUTOS,PROD - GRANULADOS,7898331012426.0
8975,OVOMALTINE ROCKS MESCLADO 40G,PRODUTOS,PROD - GRANULADOS,7898331012402.0
8976,OVOS BRANCO AVINE COM 30UND,PRODUTOS,PEC - ENGRENAGEM,
8989,PÁ ODIM ROBUSTINHA+VASS.D´LADINHO,PRODUTOS,PEC - ENGRENAGEM,
8999,PAL SORV 12Cm  CX C/10000 THEOTO,PRODUTOS,PEC - ENGRENAGEM,
9004,PALITO AUREA CX C/10000,PRODUTOS,PEC - ENGRENAGEM,
9006,PALITO BOM SABOR ENV  2000 UND,PRODUTOS,PEC - ENGRENAGEM,7896804600040.0
9007,PALITO DENTE PCT 100 GABOARDI-INDIVIDUAL,PRODUTOS,PEC - ENGRENAGEM,
9008,PALITO JAJÁ PCT 500g,PRODUTOS,PEC - ENGRENAGEM,
9009,PALITO MAREIA CX/2000unid (SACHET),PRODUTOS,PEC - ENGRENAGEM,
9010,PALITO MIL MIX CX C/10000,PRODUTOS,PEC - ENGRENAGEM,
9011,PALITO PARA PICOLÉ 100UND,PRODUTOS,PEC - ENGRENAGEM,
9012,Palito para picolé Amapá cx c/10.000unid,PRODUTOS,PEC - ENGRENAGEM,
9013,PALITO PICOLÉ BOMPAC  COM 100UND,PRODUTOS,PEC - ENGRENAGEM,7908026001410.0
9014,PALITO PIRULITO BOMPAC  COM 50UND,PRODUTOS,ACES - ACESS DIVERSOS,7898559640685.0
9019,PALITO SACHE  DEGUST  c/ 2000,PRODUTOS,PEC - ENGRENAGEM,
9033,PANETONE ARTESANAL 500g,PRODUTOS,PEC - ENGRENAGEM,
9034,"PANKO CHEF MIX 1,01KG",PRODUTOS,PROD - CULINARIOS,7908298045105.0
9035,PANKO FRAC 1KG,PRODUTOS,PROD - CULINARIOS,
9036,PANKO FRAC 500G,PRODUTOS,PROD - CULINARIOS,
9037,PANKO KARUI 1KG,PRODUTOS,PROD - CULINARIOS,7898270969690.0
9038,"PANKO POP CHEF MIX 1,01KG",PRODUTOS,PROD - CULINARIOS,7908298043453.0
9039,PANKO QUALIMAX 1KG,PRODUTOS,PROD - CULINARIOS,7891122116174.0
9040,PANKO ROMARIZ 10KG,PRODUTOS,PROD - CULINARIOS,
9041,"PANKO VO ZE 1,01KG",PRODUTOS,PROD - CULINARIOS,7898928825316.0
9042,PANO ESFR.LIMPPANO EMB.ECON.PC/3,PRODUTOS,PEC - ENGRENAGEM,
9043,Pano Wish Multiuso Furadinho Azul,PRODUTOS,PEC - ENGRENAGEM,
9044,Pano Wish Multiuso Furadinho Rosa,PRODUTOS,PEC - ENGRENAGEM,
9076,PAPEL ARROZ RETANGULAR A4-01FL,PRODUTOS,PEC - ENGRENAGEM,
9078,Papel em BOPP p/Picolé  KG,PRODUTOS,PEC - ENGRENAGEM,
9080,PAPEL HIGIENICO BRANCO VIP PCT C/4 ROLOS DE 30M,PRODUTOS,PEC - ENGRENAGEM,
9090,Papel p/Picolé impresso L/A Kg,PRODUTOS,PEC - ENGRENAGEM,
9091,Papel p/Picolé impresso L/C Kg,PRODUTOS,PEC - ENGRENAGEM,
9094,"PAPEL TOALHA INTER CREME 22,5x21cm C/1000",PRODUTOS,PEC - ENGRENAGEM,
9098,"PAPEL TOALHA INTER. CELULOSE 22,5X21CM UND",PRODUTOS,PEC - ENGRENAGEM,
9099,PAPEL TOALHA INTER. ESP. VIP BCO EXT 20x21cm 1000G,PRODUTOS,PROD - PRODUTOS DIVERSOS,
9100,"PAPEL TOALHA INTERF. VIP BCO 22,5x21cm pct/1000g",PRODUTOS,PEC - ENGRENAGEM,
9115,"PASTA AMERICANA ARCOLOR 1,2KG",PRODUTOS,PROD - PASTA AMERICANA,7896226302423.0
9116,PASTA AMERICANA ARCOLOR 5KG ,PRODUTOS,PROD - PASTA AMERICANA,7896226302430.0
9117,PASTA AMERICANA ARCOLOR AMARELA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311838.0
9118,PASTA AMERICANA ARCOLOR AZUL 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311852.0
9119,PASTA AMERICANA ARCOLOR AZUL BEBE 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311708.0
9120,PASTA AMERICANA ARCOLOR AZUL MARINHO 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226312170.0
9121,PASTA AMERICANA ARCOLOR AZUL PISCINA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226315843.0
9122,PASTA AMERICANA ARCOLOR BRANCA 2KG ,PRODUTOS,PROD - PASTA AMERICANA,7896226312255.0
9123,PASTA AMERICANA ARCOLOR BRANCA 800G,PRODUTOS,PROD - PASTA AMERICANA,7896226311432.0
9124,PASTA AMERICANA ARCOLOR LARANJA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226312149.0
9125,PASTA AMERICANA ARCOLOR LIVING CORAL 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226317977.0
9126,PASTA AMERICANA ARCOLOR MARFIM 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226315812.0
9127,PASTA AMERICANA ARCOLOR MARROM 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226313900.0
9128,PASTA AMERICANA ARCOLOR PINK 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226312156.0
9129,PASTA AMERICANA ARCOLOR PRETA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311876.0
9130,PASTA AMERICANA ARCOLOR ROSA BEBE 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311654.0
9131,PASTA AMERICANA ARCOLOR ROXO HALLOWEEN 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226317120.0
9132,PASTA AMERICANA ARCOLOR SABOR CHOC BRANCO 5KG ,PRODUTOS,PEC - ENGRENAGEM,
9133,PASTA AMERICANA ARCOLOR VERDE 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226311869.0
9134,PASTA AMERICANA ARCOLOR VERDE LIMAO 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226317397.0
9135,PASTA AMERICANA ARCOLOR VERMELHA 500G ,PRODUTOS,PROD - PASTA AMERICANA,7896226311845.0
9136,PASTA AMERICANA ARCOLOR VINHO MARSALA 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226317380.0
9137,PASTA AMERICANA ARCOLOR VIOLETA/LILAS 500G,PRODUTOS,PROD - PASTA AMERICANA,7896226312163.0
9138,PASTA AMERICANA ICEBERG BRANCA 800G,PRODUTOS,PROD - PASTA AMERICANA,7898329015590.0
9139,PASTA AMERICANA ICEBERG PO BRANCA 800G,PRODUTOS,PROD - PASTA AMERICANA,7898329015583.0
9140,PASTA AMERICANA ICEBERG PO PRETA 500G,PRODUTOS,PROD - PASTA AMERICANA,7898329015613.0
9141,PASTA AMERICANA ICEBERG PO VERMELHA 500G,PRODUTOS,PROD - PASTA AMERICANA,7898329015606.0
9142,PASTA AMERICANA MIX  VERMELHO 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507771.0
9143,PASTA AMERICANA MIX AMARELO 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507689.0
9144,PASTA AMERICANA MIX AZUL ANIS 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507696.0
9145,PASTA AMERICANA MIX CEREJA 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507863.0
9146,PASTA AMERICANA MIX CORAL 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507856.0
9147,PASTA AMERICANA MIX LARANJA 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507719.0
9148,PASTA AMERICANA MIX LILAS 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507788.0
9149,PASTA AMERICANA MIX MARROM 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507726.0
9150,PASTA AMERICANA MIX PELE CLARA 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507115.0
9151,PASTA AMERICANA MIX PINK 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507740.0
9152,PASTA AMERICANA MIX PRETA 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507757.0
9153,PASTA AMERICANA MIX ROSA 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507795.0
9154,PASTA AMERICANA MIX ROSA PINK 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507399.0
9155,PASTA AMERICANA MIX TURQUESA 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507849.0
9156,PASTA AMERICANA MIX VERDE 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507146.0
9157,PASTA AMERICANA MIX VERDE BANDEIRA 500G,PRODUTOS,PROD - PASTA AMERICANA,7897011507818.0
9158,PASTA AMERICANA MIX VIOLETA 500g,PRODUTOS,PEC - ENGRENAGEM,7897011507412.0
9159,PASTA SABORIZANTE DABELLA CAFE 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011087.0
9160,PASTA SABORIZANTE DABELLA CARAMELO SALG 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011209.0
9161,PASTA SABORIZANTE DABELLA CUPUACU 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011421.0
9162,PASTA SABORIZANTE DABELLA FRUTAS VERM 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011162.0
9163,PASTA SABORIZANTE DABELLA LIMAO SICILIANO 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011186.0
9164,PASTA SABORIZANTE DABELLA MACA VERDE 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011582.0
9165,PASTA SABORIZANTE DABELLA MARACUJA 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011100.0
9166,PASTA SABORIZANTE DABELLA MENTA 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011223.0
9167,PASTA SABORIZANTE DABELLA MORANGO 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011124.0
9168,PASTA SABORIZANTE DABELLA PISTACHE 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011148.0
9169,PASTA SABORIZANTE DABELLA TANGERINA 150G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011315.0
9170,PASTA SABORIZANTE GOLDEN DABELLA AMENDOIM 200G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011599.0
9171,PASTA SABORIZANTE GOLDEN DABELLA CHOCORANGE 200G,PRODUTOS,PROD - PASTA SABORIZANTE,7898964011285.0
9172,PASTA SABORIZANTE SABOR MOR 90G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7896301475882.0
9173,PASTAMIX 3kg,PRODUTOS,PEC - ENGRENAGEM,
9174,PASTAMIX BRANCA 3Kg,PRODUTOS,PEC - ENGRENAGEM,7897011508099.0
9175,PASTAMIX BRANCA 750g,PRODUTOS,PEC - ENGRENAGEM,
9176,PASTAMIX BRANCA 800G,PRODUTOS,PROD - PASTA AMERICANA,7897011508082.0
9177,PASTILHAS CONF CHOCOCANDY COLOR 500g,PRODUTOS,PROD - GRANULADOS,7896058591989.0
9178,Pazinha comum Milmix cx c/10000,PRODUTOS,PEC - ENGRENAGEM,
9180,PAZINHAS  SORVETE CX C/10000,PRODUTOS,PEC - ENGRENAGEM,
9181,PAZINHAS PEQ  CX C/5000 THEOTO,PRODUTOS,PEC - ENGRENAGEM,
9198,PECTINA PO ICEBERG 50G,PRODUTOS,PROD - PRODUTOS DIVERSOS,7898329015774.0
9207,Pedra Sanit. Limppano Inspira Eucalip. 35G,PRODUTOS,PEC - ENGRENAGEM,
9208,PEDRA SANIT. RENOVAR 24x27 gr PINHO,PRODUTOS,PEC - ENGRENAGEM,
9209,PEDRA SANIT. SANOL F. TROPICAIS 27G,PRODUTOS,PEC - ENGRENAGEM,
9224,PEIXE BACALHAU MORHUA IMPERIAL 1KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,
9247,PEPINO DIMAS 4x2kg,PRODUTOS,PEC - ENGRENAGEM,7898904039584.0
9248,PEPINO FRUEX 4x2kg,PRODUTOS,PEC - ENGRENAGEM,
9296,PIMENTA BIQUINHO DIMAS 2KG,PRODUTOS,PROD - CONSERVAS,7898904039591.0
9297,PIMENTA BIQUINHO DIMAS 300G,PRODUTOS,PROD - CONSERVAS,
9298,PIMENTA DE CHEIRO 1KG,PRODUTOS,PROD - PRODUTOS DIVERSOS,
9299,PIMENTA DEDO DE MOCA,PRODUTOS,PROD - CULINARIOS,
9449,PO  MIX AMARELO AVELUDADO FOSCO 3G,PRODUTOS,PEC - ENGRENAGEM,7897011507429.0
9450,PO  MIX BRANCO AVELUDADO FOSCO 3G,PRODUTOS,PEC - ENGRENAGEM,7897011507528.0
9451,PO  MIX CHAMPAGNE AVELUDADO FOSCO 3G,PRODUTOS,PEC - ENGRENAGEM,7897011507498.0
9452,PO  MIX VERDE MUSGO AVELUDADO FOSCO 3G,PRODUTOS,PEC - ENGRENAGEM,7897011507542.0
9453,PO  SABORIZANTE DUPORTO TUTTI FRUTTI 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100684.0
9454,PO ALIMENTICIO GLOW SHINE DOURADO 30G,PRODUTOS,PROD - GLITER E PO,7898329017952.0
9455,PO ALIMENTICIO GLOW SHINE DOURADO 5G,PRODUTOS,PROD - GLITER E PO,
9456,PO ALIMENTICIO GLOW SHINE DOURADO VERDADEI 5G,PRODUTOS,PROD - GLITER E PO,7898329016900.0
9457,PO ALIMENTICIO GLOW SHINE PISCA 40G,PRODUTOS,PROD - GLITER E PO,7898329017945.0
9458,PO BRILHANTE ARTCAKE AZUL CEU 2G,PRODUTOS,PEC - ENGRENAGEM,7898529210764.0
9459,PO BRILHANTE ARTCAKE COBALTO 2G,PRODUTOS,PROD - GRANULADOS,7898529210702.0
9460,PO BRILHANTE ARTCAKE ESMERALDA 2G,PRODUTOS,PEC - ENGRENAGEM,7898529210719.0
9461,PO BRILHANTE ARTCAKE GLITTER OURO 2G,PRODUTOS,PEC - ENGRENAGEM,7898529223726.0
9462,PO BRILHANTE ARTCAKE GLITTER RUBI 2G,PRODUTOS,PEC - ENGRENAGEM,7898529222705.0
9463,PO BRILHANTE ARTCAKE OURO LUXO 2G,PRODUTOS,PROD - GLITER E PO,7898529223733.0
9464,PO BRILHANTE ARTCAKE OURO SUAVE 2G,PRODUTOS,PEC - ENGRENAGEM,7898529218272.0
9465,PO BRILHANTE ARTCAKE PRATA BRILHANTE 2G,PRODUTOS,PEC - ENGRENAGEM,7898529218302.0
9466,PO BRILHANTE ARTCAKE PRATA LUZ 2G,PRODUTOS,PROD - GLITER E PO,7898529218326.0
9467,PO BRILHANTE ARTCAKE RUBI 2G,PRODUTOS,PROD - GRANULADOS,7898529210696.0
9468,PO BRILHANTE ARTCAKE VERDE 2G,PRODUTOS,PEC - ENGRENAGEM,7898529210757.0
9469,PO BRILHANTE ARTCAKE VIOLETA 2G,PRODUTOS,PROD - GLITER E PO,7898529210740.0
9470,Pó brilhante p/decoração amarelo damasco 3g,PRODUTOS,PEC - ENGRENAGEM,
9471,Pó brilhante p/decoração azul celeste 3g,PRODUTOS,PEC - ENGRENAGEM,
9472,Pó brilhante p/decoração bronze 3g,PRODUTOS,PEC - ENGRENAGEM,
9473,Pó brilhante p/decoração champagne 3g,PRODUTOS,PEC - ENGRENAGEM,
9474,Pó brilhante p/decoração rosa cereja 3g,PRODUTOS,PEC - ENGRENAGEM,
9475,Pó brilhante p/decoração verde folha 3g,PRODUTOS,PEC - ENGRENAGEM,
9476,Pó brilhante p/decoração verde musgo 3g,PRODUTOS,PEC - ENGRENAGEM,
9477,Pó brilhante p/decoração vermelho morango 3g,PRODUTOS,PEC - ENGRENAGEM,
9478,Pó brilhante p/decoração vermelho natal 3g,PRODUTOS,PEC - ENGRENAGEM,
9479,Pó brilhante p/decoração violeta 3g,PRODUTOS,PEC - ENGRENAGEM,
9480,PO DE MERENGUE MIX 100G,PRODUTOS,PEC - ENGRENAGEM,7897011502486.0
9481,PO DECORACAO ART DECOR AZUL ANIL 4G,PRODUTOS,PROD - GLITER E PO,736532186713.0
9482,PO DECORACAO ART DECOR BRONZE 4G,PRODUTOS,PROD - GLITER E PO,736532186546.0
9483,PO DECORACAO ART DECOR DOURADO 5G,PRODUTOS,PROD - GLITER E PO,736532186485.0
9484,PO DECORACAO ART DECOR NUDE 4G,PRODUTOS,PROD - GLITER E PO,736532186560.0
9485,PO DECORACAO ART DECOR OURO CINTILANTE4G,PRODUTOS,PROD - GLITER E PO,736532186492.0
9486,PO DECORACAO ART DECOR OURO LUXO 5G,PRODUTOS,PROD - GLITER E PO,736532186508.0
9487,PO DECORACAO ART DECOR OURO ROSE 4G,PRODUTOS,PROD - GLITER E PO,736532186515.0
9488,PO DECORACAO ART DECOR PEROLADO 4G,PRODUTOS,PROD - GLITER E PO,736532186577.0
9489,PO DECORACAO ART DECOR PISCA 4G,PRODUTOS,PROD - GLITER E PO,736532186584.0
9490,PO DECORACAO ART DECOR PRATEADO 4G,PRODUTOS,PROD - GLITER E PO,736532186522.0
9491,PO DECORACAO ART DECOR PRETO 4G,PRODUTOS,PROD - GLITER E PO,736532186690.0
9492,PO DECORACAO ART DECOR ROSA CEREJA 4G,PRODUTOS,PROD - GLITER E PO,736532186720.0
9493,PO DECORACAO ART DECOR VERDE FOLHA 4G,PRODUTOS,PROD - GLITER E PO,736532186645.0
9494,PO DECORACAO ART DECOR VERM NATAL 4G,PRODUTOS,PROD - GLITER E PO,736532186652.0
9495,PO DECORACAO ART DECOR VERM RUBI 4G,PRODUTOS,PROD - GLITER E PO,736532186768.0
9496,PO DECORACAO MAGO COBRE 8G,PRODUTOS,PROD - GLITER E PO,7896301471327.0
9497,PO DECORACAO SHINE ALGODAO DOCE 5G,PRODUTOS,PROD - GLITER E PO,7898329016894.0
9498,PO DECORACAO SHINE AZUL CEU 5G,PRODUTOS,PROD - GLITER E PO,7898329016412.0
9499,PO DECORACAO SHINE CINT PEROLADO 5G,PRODUTOS,PROD - GLITER E PO,7898329016504.0
9500,PO DECORACAO SHINE DOURADO METALICO 5G,PRODUTOS,PROD - GLITER E PO,7898329016832.0
9501,PO DECORACAO SHINE NACARADO OURO 5G,PRODUTOS,PROD - GLITER E PO,7898329016863.0
9502,PO DECORACAO SHINE NACARADO ROSA 5G,PRODUTOS,PROD - GLITER E PO,7898329016870.0
9503,PO DECORACAO SHINE PISCA 5G,PRODUTOS,PROD - GLITER E PO,17898329016686.0
9504,PO DECORACAO SHINE PRATA METALICO 5G,PRODUTOS,PROD - GLITER E PO,7898329016849.0
9505,PO DECORACAO SHINE VERDE FOLHA 5G,PRODUTOS,PROD - GLITER E PO,7898329016535.0
9506,PO DECORACAO SUGAR ART AZUL MARINHO 3G,PRODUTOS,PROD - GLITER E PO,7898956779643.0
9507,PO DECORACAO SUGAR ART AZUL ROYAL 3G,PRODUTOS,PROD - GLITER E PO,7898956779155.0
9508,PO DECORACAO SUGAR ART DOURADO 30G,PRODUTOS,PROD - GLITER E PO,7898956779674.0
9509,PO DECORACAO SUGAR ART DOURADO EGIPICIO 5G,PRODUTOS,PROD - GLITER E PO,7898956779537.0
9510,PO DECORACAO SUGAR ART DOURADO VERD 5G,PRODUTOS,PROD - GLITER E PO,7898956779018.0
9511,PO DECORACAO SUGAR ART LILAS 3G,PRODUTOS,PROD - GLITER E PO,7898956779179.0
9512,PO DECORACAO SUGAR ART NACARADO OURO 5G,PRODUTOS,PROD - GLITER E PO,7898956779070.0
9513,PO DECORACAO SUGAR ART PEROLADO 20G,PRODUTOS,PROD - GLITER E PO,7898956779681.0
9514,PO DECORACAO SUGAR ART PEROLADO 3G,PRODUTOS,PROD - GLITER E PO,7898956779032.0
9515,PO DECORACAO SUGAR ART PINK 3G,PRODUTOS,PROD - GLITER E PO,7898956779148.0
9516,PO DECORACAO SUGAR ART PISCA 3G,PRODUTOS,PROD - GLITER E PO,7898956779049.0
9517,PO DECORACAO SUGAR ART PRATEADO 3G,PRODUTOS,PROD - GLITER E PO,7898956779025.0
9518,PO DECORACAO SUGAR ART PRETO 3G,PRODUTOS,PROD - GLITER E PO,7898956779247.0
9519,PO DECORACAO SUGAR ART ROSA CEREJA 3G,PRODUTOS,PROD - GLITER E PO,7898956779650.0
9520,PO DECORACAO SUGAR ART ROSE GOLD 5G,PRODUTOS,PROD - GLITER E PO,7898956779193.0
9521,PO DECORACAO SUGAR ART ROXO 3G,PRODUTOS,PROD - GLITER E PO,7898956779636.0
9522,PO DECORACAO SUGAR ART VERDE FOLHA 3G,PRODUTOS,PROD - GLITER E PO,7898956779100.0
9523,PO DECORACAO SUGAR ART VERM INTENSO 3G,PRODUTOS,PROD - GLITER E PO,7898956779544.0
9524,PO DECORACAO SUGAR ART VERM MORANGO 3G,PRODUTOS,PROD - GLITER E PO,7898956779117.0
9525,PO DECORATIVO SUGART MARSALA 3G,PRODUTOS,PROD - GLITER E PO,7898956779216.0
9526,PO MIX VERMELHO AVELUDADO FOSCO 3G,PRODUTOS,PEC - ENGRENAGEM,
9527,PO NACORADO ALIM. P/REVEST. DE CONF 4g,PRODUTOS,PEC - ENGRENAGEM,
9528,Pó p/decoração Nacar 3g,PRODUTOS,PEC - ENGRENAGEM,
9529,PÓ P/DECORAÇÃO OURO VELHO 3G,PRODUTOS,PEC - ENGRENAGEM,
9530,PÓ P/DECORAÇÃO PÉROLA 4G,PRODUTOS,PEC - ENGRENAGEM,
9531,PO PARA  DECORACAO MAGO PEROLA 10G,PRODUTOS,PEC - ENGRENAGEM,
9532,PO PARA DECORACAO MAGO NACAR 10G,PRODUTOS,PEC - ENGRENAGEM,
9533,PO PARA DECORACAO MAGO OURO ROSE 8G,PRODUTOS,PROD - GLITER E PO,7896301471396.0
9534,PO PARA DECORACAO PRATA 4g,PRODUTOS,PEC - ENGRENAGEM,
9535,PO PEROLADO ALIM. P/ REVEST. DE CONF. 4g,PRODUTOS,PEC - ENGRENAGEM,
9536,Pó prep p/ sorvete chocolate 100g,PRODUTOS,PEC - ENGRENAGEM,
9537,PO SABORIZANTE DUPORTO ABACATE 1KG,PRODUTOS,PROD - PROD SORVETE,7896395105979.0
9538,PO SABORIZANTE DUPORTO ABACAXI 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100646.0
9539,PO SABORIZANTE DUPORTO ABACAXI CRIST. 1KG,PRODUTOS,PROD - PROD SORVETE,7896395101155.0
9540,PO SABORIZANTE DUPORTO ACAI 1KG,PRODUTOS,PROD - PROD SORVETE,7896395109441.0
9541,PO SABORIZANTE DUPORTO BAUNILHA BRANCA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395102312.0
9542,PO SABORIZANTE DUPORTO CHICLETE 100G,PRODUTOS,PROD - PROD SORVETE,7896395105542.0
9543,PO SABORIZANTE DUPORTO CHOC BRANCO 1KG,PRODUTOS,PROD - PROD SORVETE,7896395101087.0
9544,PO SABORIZANTE DUPORTO CHOCOLATE 100G,PRODUTOS,PROD - PROD SORVETE,7896395100516.0
9545,PO SABORIZANTE DUPORTO COCO BRANCO 100G,PRODUTOS,PROD - PROD SORVETE,7896395100509.0
9546,PO SABORIZANTE DUPORTO CREME 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100356.0
9547,PO SABORIZANTE DUPORTO FRUTAS VERMELHAS 1KG,PRODUTOS,PROD - PROD SORVETE,7896395106648.0
9548,PO SABORIZANTE DUPORTO GRAVIOLA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395101766.0
9549,PO SABORIZANTE DUPORTO ICE BLUE100G,PRODUTOS,PROD - PROD SORVETE,7896395106464.0
9550,PO SABORIZANTE DUPORTO L CONDENSADO 100G,PRODUTOS,PROD - PROD SORVETE,7896395100486.0
9551,PO SABORIZANTE DUPORTO L. CONDENSADO 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100608.0
9552,PO SABORIZANTE DUPORTO LEITINHO 100G,PRODUTOS,PROD - PROD SORVETE,7896395109076.0
9553,PO SABORIZANTE DUPORTO LEITINHO 1KG,PRODUTOS,PROD - PROD SORVETE,7896395104019.0
9554,PO SABORIZANTE DUPORTO MAÇA VERDE 1KG,PRODUTOS,PROD - PROD SORVETE,7896395104712.0
9555,PO SABORIZANTE DUPORTO MARACUJA 100G,PRODUTOS,PROD - PROD SORVETE,7896395107058.0
9556,PO SABORIZANTE DUPORTO MARACUJA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100981.0
9557,PO SABORIZANTE DUPORTO MENTA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395102220.0
9558,PO SABORIZANTE DUPORTO MILHO VERDE 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100660.0
9559,PO SABORIZANTE DUPORTO MORANGO 100G,PRODUTOS,PROD - PROD SORVETE,7896395100479.0
9560,PO SABORIZANTE DUPORTO MORANGO 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100578.0
9561,PO SABORIZANTE DUPORTO MORANGO EXPRESSO 100G,PRODUTOS,PROD - PROD SORVETE,7896395101742.0
9562,PO SABORIZANTE DUPORTO NATA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100622.0
9563,PO SABORIZANTE DUPORTO PORTO BLUE 1KG,PRODUTOS,PROD - PROD SORVETE,7896395101117.0
9564,PO SABORIZANTE DUPORTO TANGERINA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395110867.0
9565,PO SABORIZANTE DUPORTO UVA 1KG,PRODUTOS,PROD - PROD SORVETE,7896395100707.0
9566,PO SABORIZANTE SELECTA ABACAXI 100G,PRODUTOS,PROD - PROD SORVETE,7896411800017.0
9567,PO SABORIZANTE SELECTA ALGEMIX BLUE ICE 1KG,PRODUTOS,PROD - PROD SORVETE,7896411802721.0
9568,PO SABORIZANTE SELECTA BLUE ICE 100G,PRODUTOS,PROD - PROD SORVETE,7896411802165.0
9569,PO SABORIZANTE SELECTA CHOC BRANCO 100G,PRODUTOS,PROD - PROD SORVETE,7896411800055.0
9570,PO SABORIZANTE SELECTA CHOC NATA 100G,PRODUTOS,PROD - PROD SORVETE,7896411800130.0
9571,PO SABORIZANTE SELECTA COCO 100G,PRODUTOS,PROD - PROD SORVETE,7896411800062.0
9572,PO SABORIZANTE SELECTA CREME 100G,PRODUTOS,PROD - PROD SORVETE,7896411800086.0
9573,PO SABORIZANTE SELECTA ESP COCO 1KG,PRODUTOS,PROD - PROD SORVETE,7896411801243.0
9574,PO SABORIZANTE SELECTA ESP LEITE COND 1KG,PRODUTOS,PROD - PROD SORVETE,7896411802844.0
9575,PO SABORIZANTE SELECTA ESP MORANGO 1KG,PRODUTOS,PROD - PROD SORVETE,7896411802851.0
