,Cadastrais - Nome
7885,LIQUIDIFICADOR INDUSTRIAL LS-10
7886,LIQUIDIFICADOR INDUSTRIAL METVISA 8L
7887,LIQUIDIFICADOR INDUSTRIAL TA-02
7888,LIQUIDIFICADOR KD ELETRO 8 LITROS
7889,LIQUIDIFICADOR METALFERREIRA ALTA ROT 2L
7890,LIQUIDIFICADOR METALFERREIRA BAIXA ROT 10 L
7891,LIQUIDIFICADOR METALFERREIRA BAIXA ROT 2L
7892,LIQUIDIFICADOR METALFERREIRA BAIXA ROT 4L
7893,LIQUIDIFICADOR METALFERREIRA BAIXA ROT 6L
7894,LIQUIDIFICADOR METALFERREIRA BAIXA ROT 8L
7895,LIQUIDIFICADOR METVISA 4 LITROS
7896,LIQUIDIFICADOR METVISA 6 LITROS
7897,LIQUIDIFICADOR METVISA 8 LITROS
7898,"LIQUIDIFICADOR METVISA ALTA ROT 1,5L"
7899,LIQUIDIFICADOR METVISA ALTA ROT LAR 02
7900,LIQUIDIFICADOR SIEMSEN 2L
7901,LIQUIDIFICADOR SIEMSEN BASCULANTE LAR - 15L
7902,LIQUIDIFICADOR SIEMSEN INOX  LS - 10
7903,"LIQUIDIFICADOR SIEMSEN INOX LI - 1,5 L"
7904,LIQUIDIFICADOR SIEMSEN INOX LS - 04
7905,LIQUIDIFICADOR SIEMSEN INOX LS - 06
7906,LIQUIDIFICADOR SIEMSEN INOX LS - 08
7907,"LIQUIDIFICADOR SIEMSEN LI 1,5L"
7908,LIQUIDIFICADOR SPOLU 2 LITROS
7909,LIQUIDIFICADOR TRON 2L
7910,LIQUIDIFICADOR VISA 6L COPO FAK
7927,LONGARINA 3 LUGARES ENCOSTO POLIPROPILENO
8197,MAQUINA  PIPOQUEIRA BRAESI INOX
8198,MAQUINA ALGODAO DOCE BRAESI 1/4CV
8199,MAQUINA CROYDON DE 10 CREPES 220V
8200,MAQUINA DE 06 CREPES MALTA 220V
8201,MAQUINA DE 12 CREPES ADEMAQ 220V
8202,MÁQUINA DE ALGODÃO DOCE
8203,MÁQUINA DE CASQUINHA DE SORV. 1200W 220V MCS
8205,MAQUINA DE CREPES CROYDON CREPITO 10CAV 1800w 220v
8206,MÁQUINA DE CREPES MODELO MOVEIS 220V 12 UND
8207,MAQUINA DE CREPES PROGAS 220V 12UND
8208,MAQUINA DE CREPES PROGAS 220V 6UND
8209,MAQUINA DE CREPES PROGAS A GAS 12UND
8210,MAQUINA DE CREPES PROGAS A GAS 6UND
8211,MAQUINA DE CREPES SOACO 12UND A GAS
8212,MÁQUINA DE CREPES SOACO GAS 12 UND
8344,MESA ARTESANAL COM TAMPO INOX 52X90
8345,"MESA ARTESANAL TAMPO ALUMÍNIO 1,90 x 0,80m"
8346,"MESA ARTESANAL TAMPO MARMORE 2,2m X 1,2m"
8347,"MESA ARTEZANAL TAMPO INOX 2,90x1,20"
8348,Mesa c/1Cuba 50x40x25cm em Aço Inox 304
8349,"Mesa Ind 1,90x0,90 Só Aço"
8350,"Mesa Ind 1,90x0,90cm Pé grosso"
8351,MESA IND BRAESI 1000x600 INOX DESM 
8352,MESA IND BRAESI 1500x600 INOX DESM 
8353,MESA IND BRAESI 1600x600 INOX DESM 
8354,MESA IND BRAESI 1800x800 INOX DESM 
8355,MESA IND CIMAPI 1000x700x850 INOX 430 DESM (UND)
8356,MESA IND CIMAPI 1200x700x850 INOX 430 DESM (UND)
8357,MESA IND CIMAPI 1200x700x850 MM C/PLAT DESM (UND)
8358,MESA IND CIMAPI 1500x700x850 INOX 430
8359,MESA IND CIMAPI 1500x700x850 INOX 430 DESM 
8360,MESA IND CIMAPI 1500x700x850 MM C/PLAT DESM (UND)
8361,MESA IND CIMAPI 1800x700x850 INOX 304 DESM (UND)
8362,MESA IND CIMAPI 1800x700x850 INOX 430 DESM (UND)
8363,MESA IND CIMAPI 1900x900 C/PRAT. E GAV TAMPO INOX
8364,MESA IND CIMAPI 1900x900 INOX 430
8365,MESA IND CIMAPI 1900x900x850 MM C/PLAT S/GAVETA
8366,MESA IND CIMAPI 2000x700x850 INOX 430 DESM 
8367,MESA IND CIMAPI 940x440x850 TAMPO INOX 430 (UND)
8368,MESA IND IMECA 1200 x700x850 INOX 430 DESM 
8369,MESA IND IMECA 1500 x700x850 EPOX COM GRADE
8370,MESA IND IMECA 1900 x700x850 INOX 430 DESM 
8371,MESA IND IMECA 1900 x900x850 EPOX COM GRADE
8372,MESA IND IMECA 1900 x900x850 INOX COM GRADE
8373,MESA IND INOX CIMAPI 1500 X 700 X 850 MM 304 DESM 
8374,MESA IND METALCUBAS 1200x900 TAMPO INOX
8375,MESA IND METALCUBAS 1400x600 ESPELHO T INOX (UND)
8376,MESA IND METALCUBAS 1400x600 TAMPO INOX
8377,MESA IND METALCUBAS 1400x600 TAMPO INOX (UND)
8378,MESA IND METALCUBAS 1400x900 TAMPO INOX (UND)
8379,MESA IND METALCUBAS 1600x600 TAMPO INOX  (UND)
8380,MESA IND METALCUBAS 1900x900 TAMPO INOX  (UND)
8381,MESA IND SO ACO 1200x700x840 TAMPO INOX (UND)
8382,MESA IND SO ACO 1200x700x850 TOTAL INOX (UND)
8383,MESA IND SO ACO 1500x700x850 TOTAL INOX (UND)
8384,MESA IND SO ACO 1500x900x800 TAMPO INOX (UND)
8385,MESA IND SO ACO 1900x900x850 TAMPO INOX (UND)
8386,MESA IND SO ACO 1900x900x850 TOTAL INOX (UND)
8387,MESA IND SPOLU 1200x700 INOX 
8388,MESA IND SPOLU 1300x550 INOX 
8389,MESA IND SPOLU 1450x550 INOX 
8390,MESA IND SPOLU 1500x700 INOX 
8391,MESA IND SPOLU 1800x700 INOX 
8392,MESA IND SPOLU 1900x550 INOX 
8393,MESA IND SPOLU 700x550 INOX 
8394,MESA IND SPOLU 700x700 INOX 
8395,MESA IND SPOLU 950x550 INOX 
8396,MESA IND VENANCIO 800 X 1600 MM
8397,MESA IND VENANCIO 900x1900
8398,MESA INDUSTRIAL 1x3M TAMPO MÁRMORE
8400,"MESA INOX 1,0x70 C/PRATELEIRA"
8401,"MESA INOX 1,80x70 C/PRATELEIRA"
8402,"MESA INOX 1,90x90 SÓ AÇO C/PRATELEIRA"
8403,"Mesa totalm em aço inox 304 1,80x0,70x1 com prat."
8420,MICROCOMPUTADOR DELL OPTIPLEX 7010
8427,MINI PADARIA INCOMP. G PANIZ
8431,MINI SERRA ECCEL 220 SEMI INOX
8432,MINI SERRA ECCEL180 SEMI INOX
8603,MISTURADEIRA MR-15 RÁPIDA GASTROMAQ
8604,MISTURADOR PROGAS PRMQ-10 BIV 10L
8605,MISTURADOR PROGAS STYLE 22lts
8606,MISTURADORA FC2 3V 220V
8607,MISTURADORA PROGAS PRMQ-22 MONO
8608,MISTURADORA VENANCIO MTV15NR MONO 15 220V
8609,MISTURADORA VENANCIO MTV15NR MONO 15 220V.
8610,MISTURADORA VENANCIO MTV22NR MONO 15 220V
8649,MODELADORA  COPAMETAL SUPER 300 COM PE
8650,MODELADORA  FC2 SUPER 400 COM PE
8651,MODELADORA  MPS-250 SUPER G. PANIZ
8652,MODELADORA  MPS-350 SUPER G. PANIZ
8653,MODELADORA  MPS-500 SUPER G. PANIZ
8654,MODELADORA BRAESI 250mm 220v MONO
8655,MODELADORA C/ CAVALETE NR12
8656,MODELADORA COOPERBAND 380v
8657,MODELADORA DE MESA LIEME 250MM
8658,MODELADORA DE MESA METVISA MPM-250
8659,MODELADORA DE MESA METVISA MPM-350
8660,MODELADORA DE MESA SUPERFECTA
8661,MODELADORA DE MESA VENANCIO MPV35 220V
8663,MODELADORA DE PÃES 500mm
8664,MODELADORA DE PÃES FC2 SUPER 400 220V MONO
8665,MODELADORA DE PÃES METALBOSQUE
8666,Modeladora de Pães MPS 350 (9103) c/ped ssv3 mono
8667,Modeladora de Pães MPS 350 (9104) s/ped ssv3 mono
8668,MODELADORA DE PÃES MPS 350 G PANIZ
8669,MODELADORA DE PÃES MPS 500 (9105) C/PED SSV MONO
8670,MODELADORA DE PAES MPS 500 G PANIZ
8671,MODELADORA DE PÃES VENANCIO S/PÉ 350MM
8672,MODELADORA G. PANIZ MPS-250
8673,MODELADORA LISBOA
8674,Modeladora MP-35 G.Paniz
8675,MODELADORA MP-50 G. Paniz
8676,MODELADORA OMESA 500 MM
8677,MODELADORA PAES VENANCIO 350MM
8678,MODELADORA PAO C/ PE VENANCIO MPV35 MONO 35 220V
8679,MODELADORA PAO C/ PE VENANCIO MPV50 MONOF 50 220V
8680,MODELADORA PAO MPS350 C/PED SSV1 MONO 220V 60Hz
8681,MODELADORA PASIANI 220V
8682,MODELADORA PERFECTA 500mm 380V
8683,MODELADORA RECORD
8684,MODELADORA STEEL 220v
8685,MODELADORA SUPERFECTA 500mm
8686,MODELADORA SUPERFECTA SP 500mm
8688,"Módulo porta paletes continuação 3x1x2,30 p/1200kg"
8689,"Módulo porta paletes inicial 3x1x2,30 p/1200kg"
8690,MODULO VENANCIO BANHO MARIA EXTRA
8691,MOEDOR BOTINI CARNE CAFE
8692,MOEDOR DE CAFÉ BERMAR BM 03
8693,MOEDOR DE CARNE BECARO BOCA 22
8694,MOEDOR DE CARNE BERMAR BOCA 10
8695,MOEDOR DE CARNE BERMAR BOCA 22
8696,MOEDOR DE CARNE BERMAR BOCA 98
8697,MOEDOR DE CARNE BRAESI BOCA 22 
8698,MOEDOR DE CARNE CAF BOCA 10
8699,MOEDOR DE CARNE CAF BOCA 22
8700,MOEDOR DE CARNE CAF BOCA 8
8701,MOEDOR DE CARNE ECCEL BOCA 10
8702,MOEDOR DE CARNE ECCEL BOCA 22
8703,MOEDOR DE CARNE ECCEL BOCA 22 INOX
8704,MOEDOR DE CARNE FILIZOLA BOCA 10
8705,MOEDOR DE CARNE G PANIZ  22 MC-22
8706,MOEDOR DE CARNE G PANIZ 10 MC-10
8707,MOEDOR DE CARNE G PANIZ MCR 10 MONO 220V 60HZ
8708,MOEDOR DE CARNE G PANIZ MCR 22
8709,MOEDOR DE CARNE G PANIZ MCR 22
8710,MOEDOR DE CARNE G PANIZ MCR 22 MONO 220V 60HZ
8711,MOEDOR DE CARNE GURAL BOCA 22
8712,MOEDOR DE CARNE METVISA BOCA 22 INOX LEVE
8713,MOEDOR DE CARNE METVISA BOCA 22 PCI 22
8714,MOEDOR DE CARNE MULLER BOCA 22
8715,MOEDOR DE CARNE PASIANI BOCA 8 BIV
8716,MOEDOR DE CARNE POLI BOCA 22
8717,MOEDOR DE PÃO METVISA INOX 220V
8718,MOEDOR DE PÃO SUPERFECTA
8719,MOEDOR MANUAL DE CARNE BOCA 22
8721,MOINHO METVISA DE PÃO COM LABIRINTO 
8722,MOINHO PAO TRIFASICO
8832,MOLHEIRA GAS PROGÁS 3 CUBAS
8833,MOLHEIRA GAS PROGÁS 3 CUBAS TAMP VIDRO
8834,MOLHEIRA GAS VENANCIO 2CB M2
8835,MOLHEIRA GAS VENANCIO 3CB M3
8856,"MONITOR DELL DE 19.5"""
8864,MOTOGERADOR BRANCO DB8000 PE 13cv 220v
8869,MOTOR 1/2cv 1710 RPM 380v TRIF
8870,MOTOR 1/2cv 1740 RPM 380v TRIF.
8872,MOTOR 1cv 1740 RPM 380v TRIF.
8873,MOTOR 1cv 3700 RPM 220v MONO.
8874,"MOTOR 2,0cv 3450 RPM 220v mono."
8875,"MOTOR 2,0cv 3520RPM 380v TRIF."
8879,MOTOR 2cv 3415 RPM 380v TRIF.
8880,MOTOR 2cv 3450 RPM 380v TRIF.
8881,MOTOR 3 cv 1745 RPM 380v TRIF.
8884,MOTOR 3cv 1740 RPM 380v TRIF.
8886,MOTOR 5cv 1750 RPM 380v TRIF.
8887,"MOTOR 7,5cv 3490 RPM 380v TRIF."
8888,"MOTOR 7,5cv 3500 RPM 380v TRIF."
8895,MOTOR DIESEL ESTACIONARIO TR18 R-PM
8900,MOTOR MONOFÁSICO 1750 RPM 220V
8911,MOUSE DELL MS116
8913,Multfuncional MF-05 com amassadeira
8914,MULTIPROCESSADOR INOX FC2 
8997,"Painel de fundo plus 1,60m (4 painéis)"
9020,Pallet em ch galvanizada epoxi 1100x900x250mm
9021,"PALLET PLASTICO 1,20X1,00X15 RPC"
9028,PANELA PRESSAO 20L ETERNE NIGRO
9101,PAR LG-SA P/RACK 120 2300MM P/2400KG
9280,"PIA EM ACO INOX 304 1,2Ox0,70x0,85 1CUBA 0,50x0,25"
9281,PICADOR DE CARNE BOCA 10 PCI 10 METVISA
9282,PICADOR DE CARNE BOCA 22 PCI 22 METVISA
9283,Picador de carne boca PCI 98 METVISA TRIF.
9284,PICADOR DE CARNE MANUAL N 10
9285,PICADOR DE CARNE PCP-22L INOX
9286,PICADOR DE CARNE SIEMSEN BOCA 22
9287,PICADOR DE LEG. GRANDE EXTRA LUXO
9288,PICADOR DE LEGUMES METALFERREIRA MEDIO 10MM
9289,PICADOR DE LEGUMES METALFERREIRA PEQ 10MM
9290,PICADOR MANUAL N 10
9310,PINGADEIRA AUTOMATICA DE PETAS
9358,PIZZAGRILL ITAJOBI FIXO LUXO-715x425
9359,PIZZAGRILL ITAJOBI REFRATORIO GIRATORIO 715x425
9630,POLICORTE MONOFÁSICO
9635,"PONTA GONDOLA PLUS 1,6m 40x30 BASE+4BAND AZUL ACRI"
9702,PORTA PALET CONT RACK PP 2300 X 1000 X 2000MM
9726,PRATELEIRA ESPELHADA C/BUFFET MPRP-200
9778,PRENSA + CHAPA A GÁS
9779,PRENSA 15 TONELADAS
9783,PRENSA GAS CHAPA ALUM 35A - PG35A
9784,PRENSA GAS PROGAS SAND CONJ CHAPA ALUM PR700
9785,PRENSA GAS PROGAS SAND PR 220
9786,PRENSA GAS VENANCIO C/ MOLHEIRA 2CB P47M2
9787,PRENSA GAS VENANCIO SAND 30 G P30SG
9788,PRENSA GAS VENANCIO SAND 47 G P47SG
9789,PRENSA GAS VENANCIO SAND 47 G P47SG
9790,PRENSA GAS VENANCIO SAND CONJ 70 G S70CG
9791,PRENSA GAS VENANCIO SAND CONJ CHAPA ALUM SCG70A
9792,PRENSA MALTA P/ QUEIJO
9793,PRENSA P/ QUEIJO 2 FORMAS RED. INOX
9794,PRENSA QUEIJO BRAESI BRC-050
9832,PREPARADOR DE ALIMENTOS G PANIZ PA-27
9833,PREPARADOR DE ALIMENTOS G PANIZ PA-27
9834,PREPARADOR DE ALIMENTOS PA01 G.PANIZ
9835,PREPARADOR DE ALIMENTOS PA01 GASTROMAQ
9836,Preparador e amaciador de carnes PAC METVISA
9847,PROCESSADOR DE ALIMENTOS BM86 BERMAR
9957,"RACK CONTINUAÇÃO 1,70MTS 80x60"
9958,RACK CONTINUACAO 2m 60x60 (BASE+3 BAND) VERM ACRIL
9960,RACK INICIAL 2m 60x60 (BASE + 3 BAND) VERM ACRIL
9962,RALADOR
9965,RALADOR BRAESI DE COCO E QUEIJO
9967,RALADOR DE COCO/QUEIJO BIV.
9969,RALADOR DESFIADOR METVISA RDA
9970,RALADOR E DESFIADOR DE ALIMENTOS METVISA
9971,RALADOR FAK COCO/QUEIJO
9972,RALADOR G PANIZ RQ-15
9973,RALADOR G PANIZ RQ-15 MONOFÁSICO
9974,RALADOR MALTA 1/3CV 220V
9996,RASPADOR COCO ANODILAR MANUAL
9998,RASPADOR DE COCO BRAESI 220V
9999,RASPADOR DE COCO BRAESI BRC-050 BIVOLT
10000,RASPADOR DE COCO MALTA 220V
10029,RECHEADORA DE CHURROS 1L
10123,Refresqueira 2 cubas 15Lt de pá 230
10124,Refresqueira 2 cubas 15Lt jato 230
10125,REFRESQUEIRA BRAS 4 CUBAS
10126,REFRESQUEIRA IBBL 1 CUBA
10127,REFRESQUEIRA IBBL 2 CUBAS
10128,REFRESQUEIRA REF. BBS2 220v
10129,REFRESQUEIRA VENANCIO INOX 2 TANQUE 16LTS
10130,REFRIG. COOLER MOD MFV40
10131,REFRIGERADOR CONSUL DUPLEX FROST FREE
10132,REFRIGERADOR ELETROLUX 320L
10133,REFRIGERADOR ELETROLUX 500L
10134,REFRIGERADOR ELETROLUX FROSTEFREE RFE38
10135,REFRIGERADOR ESMALTEC VV400M
10136,REFRIGERADOR FOST FREE REUBLY 400L
10137,REFRIGERADOR FRICON 565L DUPLA AÇÃO 220V
10138,Refrigerador vert  esm conv 410l GLDR-410
10139,REFRIGERADOR VERT GELOPAR P V GPTU-40
10140,Refrigerador vertical porta de vidro 220 GPTU-37
10141,REFRIGERADOR VISA COOLER 600L PORTA SOLIDA
10188,RELOGIO DE PONTO ELETRONICO
10195,Resfriador ind. inox c/filtro interno cap 80L
10381,RETIFICADORA 1/4 MAKITA SSP 220v
10605,Roupeiro 16 portas
10606,ROUPEIRO EM MELAM C/8 PORTAS PEQ C PITAO 195x60x40
10607,ROUPEIRO SO ACO  12 PORTAS PEQ.
10889,SALSICHEIRA 03 BAND. SS-03
10890,SALSICHEIRA TEDESCO GAS
10894,SAND CONJ GAS MOD 70G - S70CG
10895,SAND CONJ GAS MOD 95G - S95CG
10896,SANDUICHEIRA  A GÁS SC-70-G
10897,Sanduicheira com chapa sóaço
10898,SANDUICHEIRA Dupla PR700 GÁS
10902,SELADORA BARRA QUENTE 400mm
10903,SELADORA BARRA QUENTE R.BAIÃO 300MM
10904,SELADORA COLOMBO MARMITEX 
10905,SELADORA COM TEMPORIZADOR SP 400T
10906,SELADORA DATADORA 300mm2DT
10907,SELADORA DATADORA 400mm2DT
10908,SELADORA DATADORA DBL 300 2 DT
10909,SELADORA DATADORA SULPACK 300mm 2DT
10910,SELADORA DE LIQUIDOS SELP 300MM 220V
10911,SELADORA DE LIQUIDOS SELP 300MM 220V
10912,SELADORA DE MARMITEX FAK BASICO
10913,SELADORA DE MESA SELP 300MM 220V
10914,SELADORA DE MESA SELP 300MM 220V
10915,SELADORA DE MESA SMP-300 IMPULSE COM TEMP.
10916,SELADORA DE MESA SMP-300 IMPULSE COM TEMP.
10917,Seladora DFP 1002DT 220v semi-aut Picolé
10918,SELADORA DP-300 SULPACK DP-300 1D FAB
10919,SELADORA DP-300 SULPACK DP-300 1D VAL
10920,SELADORA DSA-300 2DT FAB/VAL SEMI AUTOM
10921,SELADORA LOPADEIRO B QUENTE 330mm
10922,SELADORA M. SELP 300MM PEDAL 220V
10923,SELADORA M. SELP 300MM PEDAL 220V
10924,SELADORA M. SELP 400MM PEDAL 220V
10925,SELADORA M. SELP 400MM PEDAL 220V
10927,SELADORA MARMITEX VITALEX MAX PLUS
10928,SELADORA PARA POTES SPO150 P 220V
10929,SELADORA PEDAL SULPACK BIV - SP 350 G2
10930,SELADORA R BAIAO B QUENTE PEDAL S/CONT 300MM BIV
10931,SELADORA R BAIAO B QUENTE PEDAL S/CONT 400MM BIV
10932,SELADORA R BAIAO DATADORA 2 DATAS 400MM BIV
10933,SELADORA R BAIAO DISPARO MESA S/TEMP 300MM BIV
10934,SELADORA R BAIAO DISPARO PEDAL C/TEMP 300MM BIV
10935,SELADORA R BAIAO DISPARO PEDAL C/TEMP 400MM BIV
10936,SELADORA R BAIAO DISPARO PEDAL S/TEMP 300MM BIV
10937,SELADORA R BAIAO DISPARO PEDAL S/TEMP 400MM BIV
10938,SELADORA R BAIAO P/ LIQUIDO C/ MESA APOIO 320mm
10939,SELADORA R. BAIÃO COM TEMPORIZADOR
10940,SELADORA R. BAIAO DISPARO 300MM
10941,SELADORA R. BAIAO DISPARO 400MM
10942,SELADORA SELODAT R.BAIÃO 300mm
10943,SELADORA SULPACK P/ POTE 150mm SPO
10944,SELADORA VITALEX MARMITEX CLASSIC B PLAST PLUS
10945,SELAMIL PORTÁTIL COMERCIAL
10946,SELAMULT BARRA QUENTE PEDAL 400
10947,SELAMULT BQ ECON PEDAL C/TERM BIV 300MM
10948,SELAMULT BQ ECON PEDAL C/TERM BIV 400MM
10949,SELAMULT DISPARO ECON. A PEDAL/TEMP. 300MMBIV/0
10950,Selamult DP econ pedal Biv 300mm
10951,SELAMULT DP ECON PEDAL BIV 400MM
10952,SELAMULT DP ECON PEDAL C/TEMP BIV 400MM
10953,SELAMULT SULPACK 2DT 220V 100 DFP
10954,SELAMULT-USO BARRA QUENTE
10955,SELAMULT-USO DISP AUT S/T
10963,"SELF SERVICE GELADO 4 CUBAS GRANDES 1,5 M"
10964,SELODAT DATADORA BIVOLT
10969,"SERRA DE FITA METVISA 1,78"
10970,SERRA DE FITA METVISA 218
10971,SERRA DE FITA PARA SERRA 247
10972,SERRA DE FITA SIEMSEN GRANDE 282
10973,SERRA DE FITA SPOLU BANCADA 155
10974,SERRA DE FITA SPOLU BANCADA 174
10975,SERRA DE FITA SPOLU PEQUENA 145
10976,SERRA DE FITA SPOLU PEQUENA 155
10977,SERRA FITA  METVISA INOX MEDIA MAX
10978,SERRA FITA  SF-188 220v
10979,SERRA FITA BERMAR BM21
10980,SERRA FITA C/MOEDOR SF-44
10981,SERRA FITA DELTA GRILL LAMINA 220
10982,"SERRA FITA ECCEL LAMINA 2,82 TOTAL INOX 220V"
10983,SERRA FITA ECCEL LAMINA 220 SEMI INOX 220 V
10984,SERRA FITA ECCEL LAMINA 220 SEMI INOX 220V
10985,SERRA FITA GRANDE PINTADA
10986,SERRA FITA GRANDE PINTADA SFGP
10987,Serra fita inox SF 310 2cv 220v
10988,SERRA FITA LAMINA 220 COM MOEDOR SEMI INOX
10989,SERRA FITA LAMINA 282 SEMI INOX
10990,SERRA FITA MEDIA PINTADA
10991,SERRA FITA METVISA GRANDE INOX MAX
10992,SERRA FITA METVISA INOX 282
10993,SERRA FITA METVISA INOX ESPECIAL MAX 315
10994,SERRA FITA METVISA INOX PEQUENA MAX
10995,SERRA FITA METVISA MÉDIA SFMP 
10996,SERRA FITA METVISA MÉDIA SFMP MAX
10997,SERRA FITA METVISA PEQUENA PINTADA
10998,SERRA FITA METVISA PEQUENA SFPP 
10999,SERRA FITA S/MOEDOR SF-42
11008,SERRA POLICORTE 14 MAKITA SSP 220V
11009,SERRA SF 188 S/MOEDOR MONO 110/220V 60HZ 1/2CV
11010,Serra SF 210 epoxi mono 110/220 1/2cv
11011,SERRA SF-42 MONO 127/220V 60hz 1CV
11081,SERRA TICO TICO MAKITA 4327 220v
11082,SERRA-FITA SKLG NS 95
11117,SORVETEIRA COMP. GGSA-1300
11118,SORVETEIRA COMP. GGSA-1800 S/FORMAS 220v
11143,SUPORTE DE MESA PARA FIXAÇÃO DELL
11163,SUPORTE PARA GANCHOS  MODELO MOVEIS
11165,SUPORTE PARA LEITURA OTICA
11178,SWITCH 24 PORTAS INTELBRAS
11204,TACHO DE FRITURA A GÁS 7L
11205,TACHO DE FRITURA ECCEL 6 LITROS 220V
11206,TACHO DE FRITURA MALTA 7L 3500W 220V
11207,TACHO DE FRITURA METALCUBAS 7L 220V
11208,TACHO DE FRITURA PROGAS 3 LTS C/CESTO A G 
11209,TACHO DE FRITURA PROGAS 3L 220V
11210,TACHO DE FRITURA PROGÁS 6 LITROS 220V
11213,TACHO ELETRICO GRANDE 7L TEG 220V
11214,TACHO ELÉTRICO PEQ 3L TEP 220V
11216,Tacho frit elétrico Metvisa TFE-6
11217,TACHO FRITADOR ELETRICO  TFRE5 220v
11218,TACHO FRITADOR ELETRICO (10445) TFRE7 220v
11219,TACHO FRITADOR ELETRICO (10464) TFRE3 220v
11220,TACHO FRITADOR GÁS 3 LITROS GASTRO
11221,TACHO FRITADOR GÁS 3 LITROS TFRG-03
11222,TACHO FRITADOR GÁS 5 LITROS TFRG-05
11223,TACHO FRITADOR GÁS 7 LITROS TFRG-07
11224,TACHO FRITADOR PROGAS3 LITROS C/ CESTO 220v
11225,TACHO FRITADOR TFRE-03 220V 3 LITROS
11226,TACHO FRITADOR TFRE-07 220V 7 LITROS
11227,TACHO FRITURA GAS 6L C/ PE
11230,TACHO METVISA DE FRITURA A GÁS 6LT  - TFG 6
11232,TACHO P/FRITURAS TF-60 A GÁS
11415,TESOURA PARA CORTE DE CHAPA
11423,TIMER MECANICO FORNO ELETRICO 120 MINUTOS
11585,TRITURADOR IND TA-02 VISA
11586,TRITURADOR IND TA-04 VISA
11587,TRITURADOR IND. TA-04 VISA
11630,"UDP ANDROS G5EL CDCP1,4,500 DVD REV*"
11755,VENTILADOR VITALEX OSCIL MESA 50CM 220V 150W LUXO
11756,VENTILADOR VITALEX OSCIL MESA 50CM BRC  220V 150W 
11757,VENTILADOR VITALEX OSCIL PAREDE 50CM 220V 150W
11758,VENTILADOR VITALEX OSCIL PAREDE 60CM 220V 150W GA
11759,VENTILADOR VITALEX OSCIL PAREDE 60CM 220V 150W GF 
11774,VISA COOLER CONG/RESFR 600L P SOLIDA
11775,VISA COOLER REFRIMATE MULTIUSO 410L 
11777,VIT PAD/CONF MVCA-180 CURVO
11778,"VITRINE  METEL 1,25m"
11779,"VITRINE  NAT ISOFRIO 1,25m"
11780,Vitrine caixa MXNC-070A Vidro curvo
11781,Vitrine caixa MXNR-070A
11782,"VITRINE EST GELOPAR C/ BAND VITALIS 0,74m"
11783,Vitrine estufa MVQR-065A
11784,"VITRINE FRIOINOX AMERICA CAIXA VD CURVO 0,70"
11785,"VITRINE FRIOINOX AMERICA ESTUFA 1,00M"
11786,"VITRINE FRIOINOX AMERICA REFRIG  PLACA FRIA 1,20M"
11787,"VITRINE FRIOINOX AMERICA REFRIG CONF 1,00M"
11788,"VITRINE FRIOINOX AMERICA REFRIG PLACA FRIA 1,00M"
11789,"VITRINE FRIOINOX AMERICA REFRIG PLACA FRIA 1,00M"
11790,"VITRINE FRIOINOX AMERICA REFRIG. PLACA FRIA 1,20M"
11791,"VITRINE FRIOINOX AMERICA SECA 1,00M"
11792,"VITRINE FRIOINOX AMERICA SECA 1,00M"
11793,"VITRINE FRIOINOX AMERICA SECA 1,00M VD RETO"
11794,"VITRINE FRIOINOX AMERICA SECA 1,20M"
11795,"VITRINE FRIOINOX AMERICA SECA 1,50M"
11796,"VITRINE FRIOINOX AMERICA SECA 1,50M"
11797,"VITRINE FRIOINOX AMERICA SECA 2,00M"
11798,"VITRINE GELADA 1,5m ISOFRIO"
11799,VITRINE GELADA GELOPAR 1m
11800,"Vitrine Gelopar 1,18 v. curvo natural"
11801,"VITRINE GELOPAR CX PRAT VITALIS 0,83m"
11802,"VITRINE GELOPAR EXPOSITORA VERTICAL 1,40m"
11803,"VITRINE GELOPAR NEUTRA COM PRATELEIRA VIDR0 1,40m"
11804,VITRINE NAT. GELO NORTE 1m
11805,"VITRINE NATURAL METEL  0,65m"
11806,VITRINE NATURAL STANDER VNS120
11807,"VITRINE NEUT GELOPAR P C PRAT VDR 1,40m MPNV-140CZ"
11808,"Vitrine Neutra 1,18 V Reto MVNR-118BP"
11809,Vitrine neutra MVNR-118-A
11810,Vitrine neutra V. curvo MVNC-118A
11811,VITRINE PAD/CONF MVSP-125
11812,VITRINE PAD/CONF MVSP-180
11813,Vitrine para padaria
11814,VITRINE REFRIG GELOPAR BANC GGEB-110
11815,"VITRINE REFRIG GELOPAR DE BANCADA 1,10m GGEB-110"
11816,"VITRINE REFRIGERADA SUSHI PRETO 1,30 220V VFRS1300"
11817,VITRINE REFRIMATE PANORAMICA SECA 1500
11818,VITRINE TERMETEL 1 m
11819,"VITRINE TERMISA 1,20 INOX"
11820,VITRINE TERMISA 2m NATURAL
